run_name,metric,step,value
off_policy_full_e1_tb256_ga64,eval/reward,0,0.0302734375
off_policy_full_e1_tb256_ga64,eval/reward,3,0.37109375
off_policy_full_e1_tb256_ga64,eval/reward,7,0.474609375
off_policy_full_e1_tb256_ga64,eval/reward,11,0.517578125
off_policy_full_e1_tb256_ga64,eval/reward,15,0.587890625
off_policy_full_e1_tb256_ga64,eval/reward,19,0.6201171875
off_policy_full_e1_tb256_ga64,eval/reward,23,0.654296875
off_policy_full_e1_tb256_ga64,eval/reward,27,0.6181640625
off_policy_full_e1_tb256_ga64,eval/reward,31,0.6064453125
off_policy_full_e1_tb256_ga64,eval/reward,35,0.603515625
off_policy_full_e1_tb256_ga64,eval/reward,39,0.626953125
off_policy_full_e1_tb256_ga64,eval/reward,43,0.638671875
off_policy_full_e1_tb256_ga64,eval/reward,47,0.6259765625
off_policy_full_e1_tb256_ga64,eval/reward,51,0.6533203125
off_policy_full_e1_tb256_ga64,eval/reward,55,0.650390625
off_policy_full_e1_tb256_ga64,eval/reward,59,0.6376953125
off_policy_full_e1_tb256_ga64,eval/reward,63,0.640625
off_policy_full_e1_tb256_ga64,eval/reward,67,0.6533203125
off_policy_full_e1_tb256_ga64,eval/reward,71,0.677734375
off_policy_full_e1_tb256_ga64,eval/reward,75,0.658203125
off_policy_full_e1_tb256_ga64,eval/reward,79,0.6611328125
off_policy_full_e1_tb256_ga64,eval/reward,83,0.677734375
off_policy_full_e1_tb256_ga64,eval/reward,87,0.7021484375
off_policy_full_e1_tb256_ga64,eval/reward,91,0.712890625
off_policy_full_e1_tb256_ga64,eval/reward,95,0.70703125
off_policy_full_e1_tb256_ga64,eval/reward,99,0.6953125
off_policy_full_e1_tb256_ga64,eval/reward,103,0.7119140625
off_policy_full_e1_tb256_ga64,eval/reward,107,0.7021484375
off_policy_full_e1_tb256_ga64,eval/reward,111,0.67578125
off_policy_full_e1_tb256_ga64,eval/reward,115,0.7177734375
off_policy_full_e1_tb256_ga64,eval/reward,119,0.6923828125
off_policy_full_e1_tb256_ga64,eval/reward,123,0.697265625
off_policy_full_e1_tb256_ga64,eval/reward,127,0.6884765625
off_policy_full_e1_tb256_ga64,eval/reward,131,0.6982421875
off_policy_full_e1_tb256_ga64,eval/reward,135,0.693359375
off_policy_full_e1_tb256_ga64,eval/reward,139,0.69921875
off_policy_full_e1_tb256_ga64,eval/reward,143,0.7216796875
off_policy_full_e1_tb256_ga64,eval/reward,147,0.7041015625
off_policy_full_e1_tb256_ga64,eval/reward,151,0.6767578125
